order_id,customer_id,sku,category,price,qty,order_date,region
O00425,C0150,SKU049,food,1305,8,2026-03-08,khon_kaen
O00426,C0060,SKU017,clothing,1115,9,2026-01-19,phuket
O00427,C0121,SKU047,food,656,4,2026-04-12,chiang_mai
O00428,C0019,SKU015,clothing,358,7,2026-03-26,bangkok
O00429,C0043,SKU028,books,831,2,2026-03-31,chiang_mai
O00430,C0158,SKU041,food,242,5,2026-06-17,phuket
O00431,C0111,SKU033,home,385,4,2026-06-08,bangkok
O00432,C0192,SKU036,home,395,4,2026-01-02,bangkok
O00433,C0114,SKU015,clothing,323,2,2026-06-28,phuket
O00434,C0180,SKU035,home,380,118,2026-01-25,chiang_mai
O00435,C0013,SKU046,food,1134,1,2026-06-09,phuket
O00436,C0137,SKU016,clothing,775,6,2026-05-10,khon_kaen
O00437,C0181,SKU025,books,327,7,2026-04-14,khon_kaen
O00438,C0021,SKU017,clothing,1069,6,2026-01-19,phuket
O00439,C0024,SKU045,food,171,8,2026-05-01,khon_kaen
O00440,C0023,SKU003,electronics,419,6,2026-05-13,bangkok
O00441,C0182,SKU034,home,321,7,2026-01-12,phuket
O00442,C0168,SKU003,electronics,372,3,2026-06-04,phuket
O00443,C0196,SKU007,electronics,1740,7,2026-03-16,khon_kaen
O00444,C0078,SKU026,books,1900,1,2026-03-29,bangkok
O00445,C0153,SKU001,electronics,1149,10,2026-04-09,chiang_mai
O00446,C0132,SKU035,home,428,8,2026-02-08,bangkok
O00447,C0094,SKU048,food,937,10,2026-06-19,khon_kaen
O00448,C0059,SKU035,home,366,10,2026-04-18,khon_kaen
O00449,C0096,SKU014,clothing,2000,3,2026-03-21,khon_kaen
O00450,C0044,SKU021,books,570,1,2026-02-25,khon_kaen
O00451,C0088,SKU032,home,138,4,2026-01-06,khon_kaen
O00452,C0071,SKU007,electronics,1750,9,2026-03-11,chiang_mai
O00453,C0094,SKU015,clothing,387,8,2026-06-28,khon_kaen
O00454,C0126,SKU027,books,994,9,2026-06-05,bangkok
O00455,C0180,SKU040,home,196,8,2026-03-26,chiang_mai
O00456,C0059,SKU022,books,1733,7,2026-02-18,chiang_mai
O00457,C0005,SKU035,home,366,6,2026-06-26,khon_kaen
O00458,C0178,SKU044,food,300,10,2026-01-07,khon_kaen
O00459,C0017,SKU026,books,1765,5,2026-02-06,chiang_mai
O00460,C0137,SKU014,clothing,1654,10,2026-04-07,phuket
O00461,C0054,SKU017,clothing,1015,6,2026-04-18,phuket
O00462,C0166,SKU013,clothing,973,2,2026-04-08,bangkok
O00463,C0200,SKU037,home,1700,111,2026-03-06,chiang_mai
O00464,C0019,SKU039,home,531,8,2026-02-26,bangkok
O00465,C0063,SKU024,books,1625,8,2026-04-06,bangkok
O00466,C0129,SKU048,food,1137,5,2026-01-04,khon_kaen
O00467,C0196,SKU016,clothing,742,3,2026-03-11,khon_kaen
O00468,C0003,SKU027,books,849,7,2026-06-28,chiang_mai
O00469,C0165,SKU004,electronics,1259,7,2026-06-14,khon_kaen
O00470,C0194,SKU025,books,384,2,2026-05-19,phuket
O00471,C0071,SKU026,books,1936,9,2026-04-08,bangkok
O00472,C0070,SKU039,home,634,10,2026-01-07,chiang_mai
O00473,C0065,SKU013,clothing,5480,5,2026-06-27,phuket
O00474,C0149,SKU012,clothing,241,6,2026-05-06,khon_kaen
O00475,C0180,SKU046,food,1254,1,2026-02-25,bangkok
O00476,C0050,SKU030,books,203,10,2026-04-28,khon_kaen
O00477,C0040,SKU039,home,538,7,2026-04-04,bangkok
O00478,C0027,SKU048,food,913,3,2026-06-17,chiang_mai
O00479,C0044,SKU007,electronics,1555,6,2026-02-07,chiang_mai
O00480,C0130,SKU025,books,322,3,2026-06-17,phuket
O00481,C0100,SKU040,home,171,6,2026-04-11,bangkok
O00482,C0015,SKU016,clothing,583,4,2026-04-19,khon_kaen
O00483,C0008,SKU044,food,246,10,2026-04-30,bangkok
O00484,C0064,SKU037,home,1416,8,2026-02-13,khon_kaen
O00485,C0034,SKU040,home,212,5,2026-05-22,bangkok
O00486,C0015,SKU026,books,1810,10,2026-03-17,bangkok
O00487,C0112,SKU016,clothing,633,10,2026-06-09,khon_kaen
O00488,C0082,SKU016,clothing,617,4,2026-03-11,chiang_mai
O00489,C0093,SKU015,clothing,360,5,2026-02-10,bangkok
O00490,C0143,SKU033,home,375,3,2026-06-28,chiang_mai
O00491,C0108,SKU025,books,332,8,2026-02-25,khon_kaen
O00492,C0041,SKU024,books,1720,7,2026-05-22,phuket
O00493,C0040,SKU040,home,188,6,2026-05-13,phuket
O00494,C0103,SKU016,clothing,581,8,2026-01-06,khon_kaen
O00495,C0157,SKU012,clothing,222,5,2026-05-11,khon_kaen
O00496,C0035,SKU050,food,900,1,2026-05-27,chiang_mai
O00497,C0179,SKU016,clothing,767,5,2026-04-21,phuket
O00498,C0110,SKU045,food,190,4,2026-02-02,bangkok
O00499,C0155,SKU029,books,505,2,2026-01-31,phuket
O00500,C0188,SKU030,books,189,3,2026-04-03,chiang_mai
O00501,C0188,SKU003,electronics,327,7,2026-06-15,chiang_mai
O00502,C0135,SKU016,clothing,602,10,2026-04-17,phuket
O00503,C0178,SKU003,electronics,346,5,2026-01-06,chiang_mai
O00504,C0100,SKU010,electronics,553,8,2026-03-09,phuket
O00505,C0027,SKU026,books,1961,6,2026-03-28,bangkok
O00506,C0149,SKU015,clothing,391,10,2026-04-19,bangkok
O00507,C0112,SKU026,books,1980,1,2026-06-20,bangkok
O00508,C0025,SKU012,clothing,201,5,2026-03-04,chiang_mai
O00509,C0195,SKU006,electronics,1383,7,2026-05-25,chiang_mai
O00510,C0161,SKU012,clothing,245,10,2026-06-27,phuket
O00511,C0073,SKU011,clothing,1630,7,2026-04-14,chiang_mai
O00512,C0066,SKU010,electronics,520,8,2026-05-10,bangkok
O00513,C0104,SKU044,food,296,4,2026-01-22,khon_kaen
O00514,C0102,SKU008,electronics,1795,8,2026-06-09,bangkok
O00515,C0096,SKU046,food,1263,2,2026-02-21,khon_kaen
O00516,C0189,SKU027,books,1062,7,2026-01-03,bangkok
O00517,C0108,SKU002,electronics,1127,1,2026-01-23,chiang_mai
O00518,C0057,SKU034,home,267,10,2026-03-27,chiang_mai
O00519,C0133,SKU009,electronics,1548,7,2026-06-08,bangkok
O00520,C0088,SKU025,books,14932,4,2026-01-31,khon_kaen
O00521,C0127,SKU047,food,705,2,2026-03-05,bangkok
O00522,C0013,SKU019,clothing,1979,10,2026-05-30,bangkok
O00523,C0180,SKU032,home,124,2,2026-05-11,phuket
O00524,C0178,SKU043,food,1473,3,2026-01-21,chiang_mai
O00525,C0106,SKU020,clothing,1997,6,2026-01-01,chiang_mai
O00526,C0176,SKU033,home,457,9,2026-02-23,phuket
O00527,C0004,SKU011,clothing,1932,9,2026-06-14,bangkok
O00528,C0166,SKU046,food,1213,3,2026-06-16,chiang_mai
O00529,C0101,SKU020,clothing,1726,2,2026-05-01,khon_kaen
O00530,C0104,SKU034,home,327,5,2026-03-16,bangkok
O00531,C0195,SKU014,clothing,1845,7,2026-02-14,phuket
O00532,C0035,SKU010,electronics,494,1,2026-06-09,khon_kaen
O00533,C0150,SKU038,home,36,7,2026-03-29,phuket
O00534,C0098,SKU046,food,1178,2,2026-04-30,khon_kaen
O00535,C0182,SKU048,food,1007,9,2026-06-13,chiang_mai
O00536,C0068,SKU006,electronics,1390,6,2026-04-17,khon_kaen
O00537,C0165,SKU006,electronics,1474,2,2026-01-15,chiang_mai
O00538,C0071,SKU022,books,1975,10,2026-01-02,chiang_mai
O00539,C0156,SKU009,electronics,1492,5,2026-01-25,phuket
O00540,C0080,SKU025,books,328,2,2026-01-11,chiang_mai
O00541,C0136,SKU034,home,287,3,2026-01-23,khon_kaen
O00542,C0029,SKU047,food,618,10,2026-04-20,chiang_mai
O00543,C0097,SKU043,food,1161,4,2026-03-14,bangkok
O00544,C0018,SKU016,clothing,619,4,2026-01-22,phuket
O00545,C0150,SKU032,home,132,5,2026-04-16,phuket
O00546,C0105,SKU033,home,413,3,2026-06-20,phuket
O00547,C0174,SKU017,clothing,1109,7,2026-05-06,chiang_mai
O00548,C0179,SKU037,home,1325,8,2026-03-04,phuket
O00549,C0016,SKU040,home,211,6,2026-05-03,phuket
O00550,C0010,SKU023,books,971,4,2026-04-05,khon_kaen
O00551,C0086,SKU002,electronics,1247,10,2026-02-12,chiang_mai
O00552,C0128,SKU036,home,516,1,2026-04-21,bangkok
O00553,C0032,SKU031,home,1449,9,2026-02-10,bangkok
O00554,C0170,SKU010,electronics,516,8,2026-03-04,phuket
O00555,C0069,SKU007,electronics,1480,4,2026-01-23,chiang_mai
O00556,C0168,SKU014,clothing,1984,5,2026-03-04,chiang_mai
O00557,C0168,SKU013,clothing,873,10,2026-01-29,chiang_mai
O00558,C0136,SKU016,clothing,749,6,2026-03-21,chiang_mai
O00559,C0103,SKU002,electronics,1179,5,2026-05-25,khon_kaen
O00560,C0014,SKU004,electronics,1596,2,2026-04-16,chiang_mai
O00561,C0035,SKU036,home,496,10,2026-04-14,bangkok
O00562,C0048,SKU020,clothing,1780,7,2026-02-14,chiang_mai
O00563,C0104,SKU017,clothing,1035,9,2026-06-24,khon_kaen
O00564,C0048,SKU023,books,918,10,2026-06-12,phuket
O00565,C0035,SKU024,books,1914,9,2026-02-05,bangkok
O00566,C0049,SKU011,clothing,1897,9,2026-03-13,bangkok
O00567,C0045,SKU023,books,959,5,2026-01-14,bangkok
O00568,C0044,SKU038,home,30,8,2026-02-16,chiang_mai
O00569,C0180,SKU031,home,1247,1,2026-05-01,bangkok
O00570,C0063,SKU004,electronics,1326,3,2026-05-28,chiang_mai
O00571,C0057,SKU046,food,1289,10,2026-02-10,khon_kaen
O00572,C0075,SKU049,food,1332,5,2026-03-18,khon_kaen
O00573,C0144,SKU031,home,1448,1,2026-04-04,chiang_mai
O00574,C0135,SKU019,clothing,1579,3,2026-05-01,phuket
O00575,C0026,SKU019,clothing,2000,5,2026-03-17,phuket
O00576,C0045,SKU008,electronics,1479,10,2026-06-29,khon_kaen
O00577,C0076,SKU029,books,641,8,2026-06-19,phuket
O00578,C0199,SKU050,food,846,1,2026-03-15,chiang_mai
O00579,C0174,SKU029,books,597,9,2026-01-15,chiang_mai
O00580,C0125,SKU004,electronics,1402,4,2026-04-12,chiang_mai
O00581,C0084,SKU030,books,13459,2,2026-06-17,bangkok
O00582,C0145,SKU006,electronics,1383,3,2026-01-20,chiang_mai
O00583,C0190,SKU012,clothing,221,5,2026-03-05,khon_kaen
O00584,C0069,SKU040,home,193,8,2026-01-18,phuket
O00585,C0134,SKU015,clothing,413,2,2026-04-01,bangkok
O00586,C0066,SKU023,books,973,5,2026-01-29,bangkok
O00587,C0134,SKU015,clothing,332,4,2026-01-07,phuket
O00588,C0199,SKU012,clothing,235,1,2026-03-10,khon_kaen
O00589,C0113,SKU028,books,848,3,2026-02-15,phuket
O00590,C0097,SKU047,food,7009,9,2026-06-09,bangkok
O00591,C0069,SKU031,home,1279,7,2026-05-11,chiang_mai
O00592,C0091,SKU029,books,566,8,2026-02-25,bangkok
O00593,C0135,SKU029,books,575,8,2026-02-04,chiang_mai
O00594,C0042,SKU024,books,1972,9,2026-03-15,bangkok
O00595,C0100,SKU043,food,1344,4,2026-02-06,bangkok
O00596,C0184,SKU035,home,451,3,2026-06-05,chiang_mai
O00597,C0080,SKU025,books,335,3,2026-05-18,phuket
O00598,C0128,SKU013,clothing,883,6,2026-04-23,chiang_mai
O00599,C0107,SKU031,home,1508,8,2026-04-21,chiang_mai
O00600,C0163,SKU021,books,544,3,2026-04-05,chiang_mai
O00601,C0107,SKU041,food,243,7,2026-01-30,phuket
O00602,C0155,SKU001,electronics,1071,3,2026-04-26,chiang_mai
O00603,C0122,SKU038,home,32,9,2026-06-15,bangkok
O00604,C0075,SKU044,food,294,5,2026-06-30,phuket
O00605,C0004,SKU001,electronics,952,7,2026-05-20,phuket
O00606,C0133,SKU032,home,106,2,2026-03-01,bangkok
O00607,C0019,SKU006,electronics,1420,8,2026-04-08,phuket
O00608,C0079,SKU020,clothing,1934,6,2026-05-02,chiang_mai
O00609,C0093,SKU039,home,601,6,2026-05-21,bangkok
O00610,C0042,SKU043,food,1275,4,2026-06-02,bangkok
O00611,C0081,SKU042,food,423,9,2026-06-25,khon_kaen
O00612,C0171,SKU036,home,401,1,2026-05-12,khon_kaen
O00613,C0194,SKU020,clothing,1901,1,2026-04-25,khon_kaen
O00614,C0092,SKU025,books,366,3,2026-01-26,phuket
O00615,C0147,SKU008,electronics,1540,1,2026-04-27,chiang_mai
O00616,C0198,SKU015,clothing,14754,10,2026-01-26,phuket
O00617,C0019,SKU048,food,1172,8,2026-06-07,khon_kaen
O00618,C0153,SKU026,books,1902,10,2026-04-21,phuket
O00619,C0065,SKU032,home,118,10,2026-03-03,khon_kaen
O00620,C0123,SKU025,books,315,3,2026-05-11,chiang_mai
O00621,C0130,SKU049,food,1606,9,2026-01-25,khon_kaen
O00622,C0160,SKU013,clothing,1159,1,2026-04-14,khon_kaen
O00623,C0116,SKU043,food,1409,10,2026-01-07,chiang_mai
O00624,C0027,SKU024,books,1649,2,2026-03-02,khon_kaen
O00625,C0164,SKU010,electronics,440,4,2026-01-10,bangkok
O00626,C0151,SKU038,home,36,6,2026-03-17,bangkok
O00627,C0122,SKU037,home,1655,2,2026-02-02,chiang_mai
O00628,C0016,SKU043,food,1465,3,2026-02-28,chiang_mai
O00629,C0104,SKU011,clothing,1986,3,2026-05-26,chiang_mai
O00630,C0085,SKU036,home,476,5,2026-01-13,phuket
O00631,C0101,SKU015,clothing,395,7,2026-05-31,khon_kaen
O00632,C0167,SKU012,clothing,222,1,2026-06-14,phuket
O00633,C0002,SKU038,home,29,9,2026-03-09,bangkok
O00634,C0150,SKU037,home,1490,6,2026-03-06,khon_kaen
O00635,C0052,SKU042,food,381,3,2026-02-27,phuket
O00636,C0145,SKU022,books,1785,10,2026-02-15,chiang_mai
O00637,C0087,SKU010,electronics,441,3,2026-05-12,khon_kaen
O00638,C0116,SKU039,home,577,10,2026-04-16,bangkok
O00639,C0200,SKU014,clothing,1812,3,2026-03-09,khon_kaen
O00640,C0121,SKU022,books,1597,9,2026-05-22,khon_kaen
O00641,C0088,SKU027,books,929,2,2026-06-07,khon_kaen
O00642,C0152,SKU007,electronics,1747,5,2026-04-29,khon_kaen
O00643,C0062,SKU020,clothing,1783,8,2026-04-30,bangkok
O00644,C0049,SKU048,food,9298,3,2026-03-13,phuket
O00645,C0194,SKU005,electronics,310,3,2026-02-06,bangkok
O00646,C0193,SKU013,clothing,1145,8,2026-04-08,bangkok
O00647,C0084,SKU037,home,1497,7,2026-01-30,khon_kaen
O00648,C0072,SKU043,food,1349,6,2026-03-24,khon_kaen
O00649,C0137,SKU032,home,115,4,2026-03-07,chiang_mai
O00650,C0124,SKU039,home,635,1,2026-03-17,phuket
O00651,C0110,SKU041,food,241,2,2026-01-21,bangkok
O00652,C0136,SKU028,books,967,9,2026-02-18,bangkok
O00653,C0148,SKU036,home,418,1,2026-01-01,khon_kaen
O00654,C0023,SKU011,clothing,1941,7,2026-06-19,chiang_mai
O00655,C0058,SKU019,clothing,1722,4,2026-06-30,khon_kaen
O00656,C0106,SKU024,books,1964,3,2026-04-08,chiang_mai
O00657,C0042,SKU038,home,36,5,2026-06-03,khon_kaen
O00658,C0191,SKU048,food,1068,3,2026-04-07,bangkok
O00659,C0030,SKU030,books,207,10,2026-01-23,phuket
O00660,C0139,SKU002,electronics,1118,2,2026-01-09,bangkok
O00661,C0075,SKU025,books,327,9,2026-06-25,khon_kaen
O00662,C0106,SKU013,clothing,955,10,2026-03-01,bangkok
O00663,C0127,SKU001,electronics,1131,8,2026-04-11,bangkok
O00664,C0195,SKU029,books,648,5,2026-04-10,bangkok
O00665,C0127,SKU018,clothing,1004,3,2026-01-09,phuket
O00666,C0023,SKU017,clothing,1205,8,2026-03-14,khon_kaen
O00667,C0066,SKU040,home,206,8,2026-02-28,khon_kaen
O00668,C0004,SKU042,food,401,1,2026-04-06,phuket
O00669,C0144,SKU031,home,1583,6,2026-03-24,bangkok
O00670,C0102,SKU043,food,1131,7,2026-06-13,khon_kaen
O00671,C0190,SKU014,clothing,2000,9,2026-04-24,chiang_mai
O00672,C0068,SKU007,electronics,1462,4,2026-05-18,chiang_mai
O00673,C0045,SKU006,electronics,1133,7,2026-04-12,bangkok
O00674,C0191,SKU050,food,811,7,2026-01-28,phuket
O00675,C0023,SKU005,electronics,268,2,2026-05-01,chiang_mai
O00676,C0115,SKU031,home,1484,3,2026-02-06,phuket
O00677,C0010,SKU013,clothing,1093,7,2026-06-12,khon_kaen
O00678,C0105,SKU017,clothing,1239,1,2026-03-12,chiang_mai
O00679,C0084,SKU017,clothing,1055,4,2026-03-18,bangkok
O00680,C0149,SKU028,books,889,10,2026-02-22,phuket
O00681,C0141,SKU019,clothing,1825,5,2026-03-25,khon_kaen
O00682,C0016,SKU026,books,1653,1,2026-06-26,bangkok
O00683,C0167,SKU035,home,389,2,2026-01-02,bangkok
O00684,C0150,SKU025,books,293,4,2026-04-23,khon_kaen
O00685,C0195,SKU021,books,576,4,2026-04-28,chiang_mai
O00686,C0002,SKU043,food,1154,8,2026-03-30,bangkok
O00687,C0157,SKU023,books,1150,5,2026-05-02,khon_kaen
O00688,C0047,SKU015,clothing,372,3,2026-06-03,khon_kaen
O00689,C0088,SKU015,clothing,11871,10,2026-01-23,khon_kaen
O00690,C0132,SKU015,clothing,389,6,2026-01-18,phuket
O00691,C0179,SKU041,food,215,7,2026-04-04,chiang_mai
O00692,C0014,SKU038,home,29,1,2026-02-25,bangkok
O00693,C0040,SKU044,food,279,9,2026-01-13,khon_kaen
O00694,C0121,SKU024,books,1648,5,2026-04-02,chiang_mai
O00695,C0022,SKU049,food,1430,9,2026-05-17,khon_kaen
O00696,C0068,SKU043,food,1436,2,2026-06-21,chiang_mai
O00697,C0089,SKU040,home,202,83,2026-05-09,phuket
O00698,C0148,SKU042,food,384,8,2026-01-27,phuket
O00699,C0112,SKU011,clothing,1635,5,2026-06-28,chiang_mai
O00700,C0193,SKU039,home,522,5,2026-06-09,chiang_mai
O00701,C0087,SKU019,clothing,1750,10,2026-06-18,phuket
O00702,C0114,SKU031,home,1318,10,2026-02-28,phuket
O00703,C0013,SKU032,home,133,10,2026-03-09,khon_kaen
O00704,C0136,SKU004,electronics,1375,4,2026-03-11,chiang_mai
O00705,C0004,SKU043,food,1342,4,2026-03-12,bangkok
O00706,C0132,SKU002,electronics,1377,2,2026-03-12,bangkok
O00707,C0126,SKU005,electronics,265,8,2026-02-16,khon_kaen
O00708,C0117,SKU033,home,409,1,2026-01-22,phuket
O00709,C0172,SKU033,home,469,4,2026-04-21,bangkok
O00710,C0069,SKU001,electronics,1061,3,2026-04-29,phuket
O00711,C0078,SKU033,home,354,9,2026-03-05,chiang_mai
O00712,C0080,SKU042,food,398,6,2026-03-03,khon_kaen
O00713,C0042,SKU046,food,1183,2,2026-06-19,chiang_mai
O00714,C0032,SKU023,books,945,1,2026-02-27,phuket
O00715,C0146,SKU007,electronics,1862,10,2026-01-07,chiang_mai
O00716,C0009,SKU047,food,697,2,2026-04-01,bangkok
O00717,C0124,SKU022,books,1650,6,2026-06-11,khon_kaen
O00718,C0147,SKU017,clothing,1074,5,2026-05-15,chiang_mai
O00719,C0199,SKU022,books,1657,5,2026-01-04,bangkok
O00720,C0177,SKU010,electronics,482,6,2026-03-16,chiang_mai
O00721,C0137,SKU036,home,401,8,2026-01-08,bangkok
O00722,C0096,SKU040,home,223,10,2026-03-02,phuket
O00723,C0195,SKU024,books,1817,4,2026-02-03,bangkok
O00724,C0074,SKU016,clothing,757,1,2026-03-22,khon_kaen
O00725,C0008,SKU045,food,185,7,2026-06-23,khon_kaen
O00726,C0056,SKU010,electronics,547,2,2026-04-10,khon_kaen
O00727,C0149,SKU024,books,1936,6,2026-04-10,chiang_mai
O00728,C0158,SKU022,books,1622,1,2026-05-05,khon_kaen
O00729,C0080,SKU008,electronics,1616,5,2026-01-22,khon_kaen
O00730,C0026,SKU035,home,345,4,2026-03-09,chiang_mai
O00731,C0189,SKU029,books,590,2,2026-02-15,chiang_mai
O00732,C0051,SKU049,food,1628,1,2026-05-03,phuket
O00733,C0164,SKU012,clothing,243,7,2026-05-11,khon_kaen
O00734,C0054,SKU024,books,1752,9,2026-03-31,khon_kaen
O00735,C0150,SKU030,books,194,3,2026-03-03,bangkok
O00736,C0186,SKU050,food,769,6,2026-05-17,phuket
O00737,C0056,SKU009,electronics,1363,2,2026-04-02,chiang_mai
O00738,C0037,SKU013,clothing,887,10,2026-04-30,chiang_mai
O00739,C0087,SKU023,books,1132,1,2026-03-13,khon_kaen
O00740,C0200,SKU019,clothing,1913,9,2026-01-29,bangkok
O00741,C0091,SKU027,books,914,1,2026-04-27,khon_kaen
O00742,C0185,SKU037,home,1415,4,2026-01-08,phuket
O00743,C0192,SKU030,books,194,4,2026-05-04,khon_kaen
O00744,C0149,SKU018,clothing,1154,5,2026-02-13,chiang_mai
O00745,C0028,SKU041,food,193,5,2026-01-19,chiang_mai
O00746,C0186,SKU035,home,368,8,2026-04-24,khon_kaen
O00747,C0114,SKU023,books,1083,9,2026-03-25,bangkok
O00748,C0033,SKU002,electronics,1188,10,2026-03-02,khon_kaen
O00749,C0158,SKU036,home,435,6,2026-01-15,bangkok
O00750,C0035,SKU031,home,1422,2,2026-03-17,bangkok
O00751,C0125,SKU006,electronics,1185,5,2026-01-06,phuket
O00752,C0026,SKU012,clothing,216,3,2026-03-04,bangkok
O00753,C0043,SKU045,food,178,5,2026-05-19,phuket
O00754,C0017,SKU027,books,1045,1,2026-02-25,khon_kaen
O00755,C0101,SKU039,home,592,3,2026-03-28,khon_kaen
O00756,C0059,SKU047,food,607,7,2026-02-26,chiang_mai
O00757,C0049,SKU049,food,1538,4,2026-06-20,khon_kaen
O00758,C0159,SKU025,books,363,8,2026-04-21,phuket
O00759,C0022,SKU014,clothing,2000,9,2026-04-01,phuket
O00760,C0151,SKU036,home,404,5,2026-01-11,bangkok
O00761,C0125,SKU048,food,910,4,2026-06-12,phuket
O00762,C0112,SKU047,food,647,10,2026-05-03,khon_kaen
O00763,C0031,SKU005,electronics,323,5,2026-06-16,khon_kaen
O00764,C0015,SKU017,clothing,1149,3,2026-05-03,phuket
O00765,C0104,SKU037,home,1356,8,2026-04-05,phuket
O00766,C0026,SKU032,home,139,5,2026-06-05,chiang_mai
O00767,C0031,SKU006,electronics,1310,4,2026-03-31,chiang_mai
O00768,C0165,SKU049,food,1659,7,2026-02-01,chiang_mai
O00769,C0001,SKU010,electronics,475,7,2026-06-10,khon_kaen
O00770,C0162,SKU031,home,1230,8,2026-03-15,chiang_mai
O00771,C0153,SKU016,clothing,725,4,2026-03-25,chiang_mai
O00772,C0043,SKU005,electronics,290,4,2026-06-12,khon_kaen
O00773,C0036,SKU011,clothing,1659,4,2026-06-14,khon_kaen
O00774,C0035,SKU008,electronics,1834,9,2026-06-23,khon_kaen
O00775,C0149,SKU025,books,9924,6,2026-02-07,khon_kaen
O00776,C0075,SKU009,electronics,1457,8,2026-02-04,bangkok
O00777,C0009,SKU050,food,754,6,2026-06-09,bangkok
O00778,C0160,SKU046,food,1222,6,2026-04-09,khon_kaen
O00779,C0054,SKU020,clothing,1671,5,2026-03-08,phuket
O00780,C0139,SKU012,clothing,241,8,2026-05-09,bangkok
O00781,C0063,SKU047,food,582,7,2026-05-03,bangkok
O00782,C0195,SKU001,electronics,1102,5,2026-03-21,bangkok
O00783,C0092,SKU020,clothing,2000,4,2026-02-11,khon_kaen
O00784,C0140,SKU005,electronics,261,3,2026-06-03,chiang_mai
O00785,C0047,SKU030,books,218,3,2026-01-08,khon_kaen
O00786,C0048,SKU017,clothing,1254,3,2026-05-19,bangkok
O00787,C0017,SKU035,home,382,8,2026-03-07,chiang_mai
O00788,C0108,SKU047,food,569,6,2026-01-12,khon_kaen
O00789,C0181,SKU007,electronics,1405,3,2026-04-21,chiang_mai
O00790,C0044,SKU004,electronics,1602,9,2026-02-07,phuket
O00791,C0163,SKU025,books,355,8,2026-02-14,bangkok
O00792,C0183,SKU045,food,206,7,2026-02-25,chiang_mai
O00793,C0030,SKU005,electronics,291,9,2026-05-31,khon_kaen
O00794,C0063,SKU050,food,778,3,2026-06-11,chiang_mai
O00795,C0140,SKU048,food,1023,6,2026-04-29,chiang_mai
O00796,C0064,SKU017,clothing,1297,2,2026-03-16,phuket
O00797,C0196,SKU042,food,473,2,2026-01-07,chiang_mai
O00798,C0055,SKU026,books,1563,6,2026-02-21,chiang_mai
O00799,C0125,SKU025,books,352,7,2026-06-05,khon_kaen
O00800,C0198,SKU013,clothing,13836,7,2026-02-02,bangkok
O00801,C0049,SKU044,food,285,6,2026-02-26,phuket
O00802,C0107,SKU024,books,2000,3,2026-05-03,chiang_mai
O00803,C0155,SKU037,home,1735,1,2026-04-23,bangkok
O00804,C0022,SKU023,books,1106,6,2026-01-18,bangkok
O00805,C0173,SKU031,home,1296,10,2026-03-07,phuket
O00806,C0155,SKU018,clothing,927,10,2026-05-30,phuket
O00807,C0142,SKU038,home,36,2,2026-02-17,phuket
O00808,C0023,SKU014,clothing,1776,1,2026-02-07,chiang_mai
O00809,C0084,SKU034,home,270,10,2026-03-05,bangkok
O00810,C0196,SKU015,clothing,378,4,2026-06-14,bangkok
O00811,C0037,SKU013,clothing,913,5,2026-03-20,chiang_mai
O00812,C0061,SKU050,food,925,2,2026-03-21,chiang_mai
O00813,C0090,SKU042,food,400,9,2026-05-23,bangkok
O00814,C0107,SKU045,food,180,2,2026-04-01,bangkok
O00815,C0022,SKU027,books,862,6,2026-05-08,chiang_mai
O00816,C0089,SKU003,electronics,382,6,2026-02-08,chiang_mai
O00817,C0040,SKU012,clothing,199,4,2026-06-19,bangkok
O00818,C0173,SKU014,clothing,1890,2,2026-05-16,phuket
O00819,C0067,SKU029,books,616,7,2026-01-16,phuket
O00820,C0092,SKU014,clothing,1939,3,2026-05-10,khon_kaen
O00821,C0168,SKU029,books,614,5,2026-06-19,phuket
O00822,C0034,SKU038,home,32,9,2026-04-23,phuket
O00823,C0184,SKU015,clothing,350,9,2026-06-16,chiang_mai
O00824,C0020,SKU035,home,359,6,2026-05-31,phuket
O00825,C0052,SKU007,electronics,1760,8,2026-05-17,khon_kaen
O00826,C0189,SKU035,home,367,3,2026-06-19,bangkok
O00827,C0038,SKU045,food,209,4,2026-02-13,phuket
O00828,C0021,SKU045,food,171,5,2026-05-28,phuket
O00829,C0166,SKU003,electronics,333,10,2026-04-29,phuket
O00830,C0039,SKU031,home,1324,10,2026-04-19,chiang_mai
O00831,C0194,SKU012,clothing,246,9,2026-02-17,bangkok
O00832,C0106,SKU033,home,440,2,2026-04-29,chiang_mai
O00833,C0060,SKU005,electronics,317,5,2026-01-27,khon_kaen
O00834,C0089,SKU009,electronics,1525,9,2026-04-14,phuket
O00835,C0004,SKU010,electronics,436,10,2026-05-04,phuket
O00836,C0154,SKU001,electronics,972,4,2026-03-09,phuket
O00837,C0180,SKU027,books,859,8,2026-02-01,bangkok
O00838,C0172,SKU031,home,1215,7,2026-01-06,phuket
O00839,C0081,SKU007,electronics,1852,6,2026-04-21,khon_kaen
O00840,C0014,SKU040,home,219,6,2026-04-23,khon_kaen
O00841,C0016,SKU019,clothing,1534,2,2026-04-05,phuket
O00842,C0121,SKU005,electronics,277,4,2026-03-11,phuket
O00843,C0049,SKU037,home,1464,7,2026-06-12,khon_kaen
O00844,C0103,SKU043,food,1380,8,2026-01-23,khon_kaen
O00845,C0102,SKU045,food,204,4,2026-03-23,phuket
O00846,C0094,SKU050,food,943,4,2026-04-28,khon_kaen
